75;73;237;529;239;199;436;427;463;180;183;131
368;485;47;37;187;480;536;189;564;179;415;348
41;74;514;159;435;235;430;39;468;609;298;278
13;305;318;487;207;555;173;381;95;327;510;192
417;314;551;49;68;196;279;573;557;559;389;308
166;204;453;295;410;70;619;448;78;462;297;4
312;101;221;450;253;594;372;57;61;284;349;182
429;311;347;23;370;9;148;309;224;119;315;604
353;286;178;40;125;532;62;91;471;265;392;493
193;505;277;76;236;408;597;552;109;190;293;569
75;73;237;529;239;199;574;216;220;363;500;490
368;485;47;37;187;480;176;300;136;195;541;14
41;74;514;159;435;235;426;523;582;175;502;356
13;305;318;487;207;555;272;497;226;229;390;553
417;314;551;49;68;196;276;151;145;563;225;167
166;204;453;295;410;70;291;610;339;570;247;117
312;101;221;450;253;594;194;162;565;489;317;395
429;311;347;23;370;9;434;177;611;399;526;451
353;286;178;40;125;532;106;622;481;608;345;144
193;505;277;76;236;408;524;154;46;287;515;441
75;73;237;529;239;199;341;123;446;343;384;494
368;485;47;37;187;480;332;6;483;292;244;114
41;74;514;159;435;235;517;366;227;250;269;554
13;305;318;487;207;555;477;403;129;354;122;346
417;314;551;49;68;196;326;134;324;58;10;593
166;204;453;295;410;70;589;525;344;548;617;168
312;101;221;450;253;594;79;42;359;613;202;621
429;311;347;23;370;9;590;528;7;519;542;620
353;286;178;40;125;532;249;422;374;51;155;386
193;505;277;76;236;408;27;520;201;243;469;90
73;75;199;237;239;529;32;623;507;336;479;522
37;47;187;368;480;485;598;473;428;398;80;545
41;74;159;235;435;514;385;605;102;537;219;379
13;207;305;318;487;555;612;401;470;2;464;333
49;68;196;314;417;551;472;516;165;157;367;404
70;166;204;295;410;453;413;241;375;171;568;149
101;221;253;312;450;594;92;209;550;412;11;266
9;23;311;347;370;429;478;197;43;449;188;444
40;125;178;286;353;532;400;294;71;59;3;566
76;193;236;277;408;505;259;271;238;362;93;150
73;75;199;237;239;529;44;17;233;600;584;228
37;47;187;368;480;485;210;16;419;365;299;132
41;74;159;235;435;514;296;438;213;140;267;445
13;207;305;318;487;555;458;313;85;447;262;33
49;68;196;314;417;551;571;31;281;482;12;459
70;166;204;295;410;453;599;55;577;48;334;457
101;221;253;312;450;594;28;143;474;581;616;273
9;23;311;347;370;429;186;181;535;77;498;486
40;125;178;286;353;532;358;135;232;112;316;331
76;193;236;277;408;505;476;127;556;113;329;601
73;75;199;237;239;529;588;268;142;169;161;303
37;47;187;368;480;485;310;86;603;576;396;121
41;74;159;235;435;514;544;307;138;87;60;174
13;207;305;318;487;555;460;491;606;152;139;518
49;68;196;314;417;551;521;137;371;230;215;488
70;166;204;295;410;453;288;34;466;306;261;301
101;221;253;312;450;594;440;405;1;340;503;320
9;23;311;347;370;429;378;325;572;96;264;64
40;125;178;286;353;532;512;624;407;283;322;587
76;193;236;277;408;505;414;618;583;424;373;455
